queue,description,division,acw,inQueueFlow,routingRules,callScript,groupRouting,bullseye,MemberGroups,evaluation,callerIDNum,callerIDName,alerting_timeout_seconds,slPercentage,slDuration_ms,enableTranscription,enableManualAssignment,suppressInQueueCallRecording,callBackMode,CallbackLiveVoice,CallbackLiveVoiceFlow,CallbackAnswerMachine,CallbackAnswerMachineFlow
e34,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e35,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e36,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e37,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e38,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e39,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e40,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e41,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e42,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e43,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e44,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e45,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e46,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e47,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e48,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e49,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e50,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e51,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e52,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e53,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e54,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e55,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e56,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e57,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e58,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e59,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e60,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e61,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e62,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e63,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e64,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e65,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
e66,,Home,MANDATORY_TIMEOUT:120,InQueueFlow,"10:90:MEETS_THRESHOLD,10:80:MEETS_THRESHOLD,10:70:MEETS_THRESHOLD,10:ANY",93406a82-ab5f-49d5-b5b7-e1073b20ee17,"EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2,EstimatedWaitTime:GreaterThan:30:2",,"bigTest1:none,bigTest2:none,bigTest3:none,bigTest4:none|bigTest5:none,bigTest6:none,bigTest7:none,bigTest8:none|bigTest9:none,bigTest10:none,bigTest11:none,bigTest12:none|bigTest13:none,bigTest14:none,bigTest15:none,bigTest16:none|bigTest17:none,bigTest18:none,bigTest19:none,bigTest20:none",BEST,,,,,,,,,,,,,
